13769, 16505036, 16505036610940, -0.19613299, 0.0196133, 10.1989155,0
13771, 16505061, 16505061889028, -0.20593965, 0.0588399, 10.238142,0
13771, 16505061, 16505061991817, -0.1569064, 0.049033247, 10.296982,0
13774, 16505070, 16505070244100, -0.2157463, 0.02941995, 10.218529,0
13776, 16505083, 16505083391744, -0.18632634, 0.0392266, 10.296982,0
13776, 16505086, 16505086820794, -0.16671304, 0.098066494, 10.238142,0
13777, 16505098, 16505098233102, -0.1569064, 0.0588399, 10.130269,0
13778, 16505108, 16505108956743, -0.16671304, 0.0588399, 10.179302,0
13778, 16505116, 16505116557296, -0.18632634, 0.0588399, 10.257755,0
13779, 16505126, 16505126220949, -0.20593965, 0.0392266, 10.247949,0
13780, 16505136, 16505136504074, -0.20593965, 0.0196133, 10.218529,0
13781, 16505146, 16505146276345, -0.1569064, 0.0392266, 10.179302,0
13782, 16505158, 16505158252282, -0.12748645, 0.049033247, 10.238142,0
13782, 16505166, 16505166457643, -0.18632634, 0.06864655, 10.169496,0
13783, 16505176, 16505176686440, -0.20593965, 0.02941995, 10.159689,0
13783, 16505186, 16505186877846, -0.19613299, 0.06864655, 10.179302,0
13785, 16505196, 16505196739252, -0.20593965, 0.049033247, 10.228335,0
13786, 16505209, 16505209761812, -0.1372931, 0.098066494, 10.169496,0
13786, 16505216, 16505216404444, -0.2157463, 0.0588399, 10.247949,0
13788, 16505227, 16505227720381, -0.1569064, 0.06864655, 10.179302,0
13788, 16505236, 16505236638422, -0.18632634, 0.088259846, 10.1989155,0
13790, 16505246, 16505246511859, -0.1569064, 0.049033247, 10.238142,0
13790, 16505257, 16505257860837, -0.1569064, 0.06864655, 10.257755,0
13791, 16505266, 16505266901089, -0.17651969, 0.088259846, 10.1989155,0
13794, 16505280, 16505280551725, -0.17651969, 0.0784532, 10.208722,0
13794, 16505286, 16505286670595, -0.12748645, 0.0588399, 10.149882,0
13795, 16505296, 16505296665535, -0.1569064, 0.02941995, 10.228335,0
13798, 16505310, 16505310593491, -0.19613299, 0.088259846, 10.277369,0
13799, 16505316, 16505316874308, -0.18632634, 0.10787315, 10.267562,0
13800, 16505326, 16505326580991, -0.16671304, 0.06864655, 10.247949,0
13800, 16505336, 16505336408010, -0.16671304, 0.098066494, 10.218529,0
13801, 16505346, 16505346275149, -0.1372931, 0.0588399, 10.1989155,0
13802, 16505356, 16505356473201, -0.1569064, 0.088259846, 10.208722,0
13802, 16505366, 16505366688477, -0.14709975, 0.02941995, 10.159689,0
13804, 16505376, 16505376508321, -0.14709975, 0.049033247, 10.140076,0
13804, 16505386, 16505386769474, -0.1372931, 0.098066494, 10.208722,0
13807, 16505396, 16505396774125, -0.16671304, 0.088259846, 10.238142,0
13808, 16505407, 16505407909293, -0.1569064, 0.06864655, 10.159689,0
13809, 16505416, 16505416861769, -0.2157463, 0.098066494, 10.238142,0
13810, 16505426, 16505426903043, -0.18632634, 0.088259846, 10.179302,0
